,0,1,2,3,4,5,6,7,8,9
1235,Now it's time to say good night Good night sleep tight Now the sun turns out his light Good night sleep tight Dream sweet dreams for me Dream sweet dreams for you. Close your eyes and I'll close mine Good night sleep tight Now the moon begins to shine Good night sleep tight Dream sweet dreams for me Dream sweet dreams for you. Close your eyes and I'll close mine Good night sleep tight Now the sun turns out his light Good night sleep tight Dream sweet dreams for me Dream sweet dreams for you. Good night good night everybody Evberybody everywhere Good night.,,,,,,,,,
1236,,,,,,,,,,
1237,,,,,,,,,,
1238,,,,,,,,,,
1239,"Eh-eh, eh-eh ye-ha, ye-ha Eh-eh, eh-eh aha-aha Eh-eh, eh-eh ye-ha, ye-ha Eh-eh, eh-eh aha-aha I love that lavender blond The way she moves the way she walks I touch myself can't get enough And in the silence of the night Through all the tears and all the lies I touch myself and it's alright Just give in don't give up baby Open up your heart and your mind to me Just know when that glass is empty That the world is gonna bend Happy in the club with a bottle of red wine Stars in our eyes 'cause we're having a good time eh-eh eh-eh So happy I could die be your best friend Yeah I'll love you forever Up in the clouds we'll be higher than ever eh-eh, eh-eh So happy I could die and it's alright Eh-eh, eh-eh ye-ha, ye-ha Eh-eh, eh-eh aha-aha Eh-eh, eh-eh ye-ha, ye-ha Eh-eh, eh-eh aha-aha I am as vain as I allow I do my hair I gloss my eyes I touch myself all through the night And when something falls out of place I take my time I put it back I touch myself 'til I'm on track Just give in don't give up baby Open up your heart and your mind to me Just know when that glass is empty That the world is gonna bend Happy in the club with a bottle of red wine Stars in our eyes 'cause we're having a good time So happy I could die be your best friend Yeah I'll love you forever Up in the clouds we'll be higher than ever  eh-eh, eh-eh So happy I could die and it's alright So happy I could die and it's alright So happy I could die and it's alright Eh-eh, eh-eh ye-ha, ye-ha Eh-eh, eh-eh aha-aha Eh-eh, eh-eh ye-ha, ye-ha Eh-eh, eh-eh aha-aha Happy in the club with a bottle of red wine Stars in our eyes 'cause we're having a good time So happy I could die be your best friend Yeah I'll love you forever Up in the clouds we'll be higher than ever  eh-eh, eh-eh So happy I could die and it's alright Happy in the club with a bottle of red wine Stars in our eyes 'cause we're having a good time So happy I could die be your best friend Yeah I'll love you forever Up in the clouds we'll be higher than ever  eh-eh, eh-eh So happy I could die and it's alright",,,,,,,,,
1240,,,,,,,,,,
1241,,,,,,,,,,
1242,"You can never tell what’s in a man’s mind And if he’s from Harlem, there’s no use of even tryin’ Just like the tide, his mind comes and goes Like March weather, when he’ll change Nobody knows, nobody knows The man I love, well, he just turned me down, he’s a Harlem brown Off times I wish that I were in this ground, six feet underground He idolized me, as no other could, no, no Then he surprised me, leavin’ me a note sayin’ he’s gone for good Gone for good And since my sweetie left me, Harlem, well, it ain’t the same old place Though a thousand dandies smile right in my face I think I’ll mooch some homemade hooch and go out for a lark Just to drive off these mean ole Harlem Blues You can have your Broadway, give me Lenox Avenue Angels from the skies stroll 7th and for that thanks are due From Madam Walker’s beauty shops to the Pro-Ro System 2 That made those girls angels without any doubt There are some spots up in Harlem where I’m told it’s sudden death To let somebody see you even stop to catch your breath If you’ve never been to Harlem, then I guess you’ll never know The power of these mean ole Harlem blues Ah, there’s one sweet spot in Harlem known as Striver’s Row ‘Ditty folks come call them, one thing you should know Is that I have a friend who lives there I know he won’t refuse To put some music to my troubles and call ‘em Harlem blues And since my sweetie left me, Harlem, well, it ain’t the same old place Though a thousand dandies smile right in my face I think I’ll mooch some homemade hooch and go out for a lark Just to drive off these mean ole Harlem Blues Ah, there’s one sweet spot in Harlem known as Striver’s Row ‘Ditty folks come call them, one thing you should know Is that I have a friend who lives there I know he won’t refuse To put some music to my troubles and call ‘em Harlem blues To put some music to my troubles and call them the Harlem blues Harlem, the Harlem blues, Harlem, the Harlem blues.",,,,,,,,,
1243,"Now and then I think of when we were together Like when you said you felt so happy you could die Told myself that you were right for me But felt so lonely in your company But that was love and it's an ache I still remember You can get addicted to a certain kind of sadness Like resignation to the end, always the end So when we found that we could not make sense Well you said that we would still be friends But I'll admit that I was glad it was over But you didn't have to cut me off Make out like it never happened and that we were nothing And I don't even need your love But you treat me like a stranger and that feels so rough No, you didn't have to stoop so low Have your friends collect your records and then change your number I guess that I don't need that though Now you're just somebody that I used to know Now you're just somebody that I used to know Now you're just somebody that I used to know Now and then I think of all the times you screwed me over But had me believing it was always something that I'd done But I don't wanna live that way Reading into every word you say You said that you could let it go And I wouldn't catch you hung up on somebody that you used to know But you didn't have to cut me off Make out like it never happened and that we were nothing And I don't even need your love But you treat me like a stranger and that feels so rough No, you didn't have to stoop so low Have your friends collect your records and then change your number I guess that I don't need that though Now you're just somebody that I used to know Somebody (I used to know) (Somebody) Now you're just somebody that I used to know Somebody (I used to know) (Somebody) Now you're just somebody that I used to know I used to know, that I used to know, I used to know somebody",,,,,,,,,
1244,,,,,,,,,,
1245,"You need to get out of my sight A lonely heart can beat You're too dangerous A lonely heart can bleed I cannot stand it, to be enclosed and isolated A lonely heart can be enclosed but isolated You're too much A lonely heart is weak Too dependent A broken heart will seek You take the life out of me No heart is broken forever It's broken promises But my faith is broken forever Can't you believe that this power we feel can be for real? The power that was given light now seems to freeze but why? A lonely heart will break Pressure will make me forsake you A lonely heart won't forsake me As if we're both the same Wounded and beaten but still not defeated A lonely heart can be wounded and beaten but still not defeated 'Cause I won't let you in So if it's all for real Your weakness will be my strength Your heart should be melting You might be lonely But I am not beloved and bounded forever Because we're all the same Beloved and bounded forever Can't you believe that this power we feel can be for real? The smile that was given light now seems to freeze but why? Won't you believe? Won't you embrace it? Can't you believe The power between us? Oh, discord, see them fail, oh Won't you believe? Won't you embrace it? Can't you believe in the power between us? Can't you believe that this power we feel can be for real? The power that was given light now seems to freeze but why?",,,,,,,,,
